Unsullied,Son of the Harpy,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Background Extra
Son of the Harpy,Unsullied,Spear,Polearm,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Unsullied,Spear,Polearm,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Unsullied,Son of the Harpy,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Background Extra
Son of the Harpy,Grey Worm,Shield,Other,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Grey Worm,Spear,Polearm,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Grey Worm,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Grey Worm,Spear,Polearm,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Unsullied,Son of the Harpy,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Background Extra
Unsullied,Son of the Harpy,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Background Extra
Son of the Harpy,Grey Worm,Spear,Polearm,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Unsullied,Son of the Harpy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Background Extra
Son of the Harpy,Unsullied,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Grey Worm,Spear,Polearm,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Grey Worm,Hands,Hands,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Unsullied,Son of the Harpy,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Background Extra
Unsullied,Son of the Harpy,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Background Extra
Unsullied,Son of the Harpy,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Background Extra
Unsullied,Son of the Harpy,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Background Extra
Unsullied,Son of the Harpy,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Background Extra
Son of the Harpy,Grey Worm,Spear,Polearm,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Grey Worm,Spear,Polearm,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Grey Worm,Spear,Polearm,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Barristan Selmy,Sword,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Grey Worm,Spear,Polearm,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,Sons of the Harpy,Great Masters,Background Extra
Barristan Selmy,Son of the Harpy,Knife,Blade,Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery,Meereen,House Targaryen,No Second Allegiance,Secondary Major
Meereen slave master,Rhaegal,Dragonfire,Animal,Killed as demonstration of Daenerys’s power against the Sons of the Harpy,Meereen,Great Masters,No Second Allegiance,Background Extra
Stone Man,Jorah Mormont,Sword,Blade,Attacked Jorah and Tyrion,Old Valyria,Unknown,No Second Allegiance,Background Extra
Ghita,Arya Stark,Poisoned water,Poison,Sought death from the House of Black and White after suffering from an illness,Braavos,Unknown,No Second Allegiance,Minor Character
Maester Aemon Targaryen,Unknown,Old Age,Other,Died of old age,Castle Black,Night’s Watch,No Second Allegiance,Secondary Major
Northern woman,Ramsay Bolton,Flaying,Other,Tried to help Sansa Stark escape Winterfell,Winterfell,House Stark,No Second Allegiance,Minor Character
Pit fighter,Pit fighter,Knife,Blade,Killed while fighting in a Meereenese fighting pit,Meereen,Smallfolk,No Second Allegiance,Background Extra
Pit fighter,Pit fighter,Mace,Mace,Killed while fighting in a Meereenese fighting pit,Meereen,Smallfolk,No Second Allegiance,Background Extra
Pit fighter,Pit fighter,Rock,Bludgeon,Killed while fighting in a Meereenese fighting pit,Meereen,Smallfolk,No Second Allegiance,Background Extra
Oyster,Arya Stark,Shucking,Blade,Killed for food,Braavos,Unknown,No Second Allegiance,Background Extra
Lord of Bones,Tormund,Club,Bludgeon,Mocked Tormund and refused to talk to him and Jon Snow,Hardhome,Free Folk,No Second Allegiance,Minor Character
Wight,Wildling,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wildling,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wildling,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wildling,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wildling,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wildling,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wildling,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Magnar Loboda,Foot,Crushing,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wildling,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wildling,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wildling,Wight,Hands,Hands,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wight,Wildling,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wildling,Wight,Hands,Hands,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wight,Wildling,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Hands,Hands,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Hands,Hands,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Falling,Falling,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wight,Tormund,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wight,Magnar Loboda,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Karsi,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Karsi,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Karsi,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Magnar Loboda,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Tormund,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wildling,Wight,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Arrow,Arrow,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wight,Jon Snow,Sword (Longclaw),Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wildling,Wight,Hands,Hands,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wight,Wildling,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Jon Snow,Sword (Longclaw),Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant’s foot,Crushing,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant’s foot,Crushing,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Hands,Hands,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Hands,Hands,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant’s foot,Crushing,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant’s foot,Crushing,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Magnar Loboda,White Walker,Spear,Polearm,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Secondary Major
White Walker,Jon Snow,Sword (Longclaw),Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Minor Character
Wight,Tormund,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Tormund,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Tormund,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Karsi,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Karsi,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Karsi,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Karsi,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Karsi,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Karsi,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Karsi,Wight child,Hands,Hands,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Secondary Major
Wight,Tormund,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Tormund,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Killed during the Massacre at Hardhome,Hardhome,Unknown,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Hands,Hands,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Hands,Hands,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,White Walker,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Axe,Axe,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Wildling,Wight,Sword,Blade,Killed during the Massacre at Hardhome,Hardhome,Free Folk,No Second Allegiance,Background Extra
Horse,Bolton soldier,Fire,Fire/Burning,Killed during Ramsay Bolton’s attack on Stannis Baratheon’s camp,The North,Unknown,No Second Allegiance,Background Extra
Clam,Arya Stark,Shucking,Blade,Killed for food,Braavos,Unknown,No Second Allegiance,Background Extra
Braavosi man,Jaqen H’ghar,Poisoned water,Poison,Sought death from the House of Black and White,Braavos,Unknown,No Second Allegiance,Background Extra
Shireen Baratheon,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Burned alive as a sacrifice to the Lord of Light to “ensure” Stannis Baratheon’s victory against the Boltons,The North,House Baratheon of Dragonstone,No Second Allegiance,Secondary Major
Pit fighter,Pit fighter,Sword,Blade,Killed during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Background Extra
Dothraki pit fighter,Water dancer pit fighter,Sword,Blade,Killed during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Background Extra
Norvoshi pit fighter,Jorah Mormont,Knife,Blade,Killed during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Minor Character
Pit fighter,Meereenese champion pit fighter,Spear,Polearm,Killed during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Background Extra
Water dancer pit fighter,Meereenese champion pit fighter,Spear,Polearm,Killed during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Minor Character
Meereen champion pit fighter,Jorah Mormont,Sword,Blade,Killed during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Minor Character
Son of the Harpy,Jorah Mormont,Spear,Polearm,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Sons of the Harpy,Great Masters,Background Extra
Meereen citizen,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Background Extra
Meereen citizen,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Background Extra
Meereen citizen,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Background Extra
Meereen citizen,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Background Extra
Meereen citizen,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Unknown,No Second Allegiance,Background Extra
Son of the Harpy,Daario Naharis,Arakh,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Unsullied,Spear,Polearm,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Sons of the Harpy,Great Masters,Background Extra
Unsullied,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,No Second Allegiance,Background Extra
Unsullied,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,No Second Allegiance,Background Extra
Son of the Harpy,Daario Naharis,Arakh,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Sons of the Harpy,Great Masters,Background Extra
Hizdahr zo Loraq,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,No Second Allegiance,Secondary Major
Son of the Harpy,Daario Naharis,Arakh,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Sons of the Harpy,Great Masters,Background Extra
Son of the Harpy,Jorah Mormont,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,Sons of the Harpy,Great Masters,Background Extra
